,name,price,size
569,Tabriz 50 Raj,"£ 2,698",81x301 cm
570,Tabriz 50 Raj,"£ 2,996",89x304 cm
571,Tabriz 50 Raj,"£ 2,868",88x295 cm
572,Tabriz 50 Raj,"£ 6,928",200x313 cm
573,Tabriz 50 Raj,"£ 9,243",248x337 cm
574,Tabriz 50 Raj,"£ 6,902",202x309 cm
575,Tabriz 60 Raj silk warp,"£ 21,575",255x343 cm
576,Tabriz 60 Raj silk warp,"£ 1,643",73x120 cm
577,Tabriz 60 Raj silk warp,"£ 2,894",101x153 cm
578,Tabriz 60 Raj silk warp,"£ 7,455",198x201 cm
579,Tabriz 60 Raj silk warp,"£ 5,787",156x198 cm
580,Tabriz 60 Raj silk warp,"£ 9,336",201x248 cm
581,Tabriz#60 Raj silk warp,"£ 4,657",202x305 cm
582,Tabriz 60 Raj silk warp,"£ 15,618",200x450 cm
